Test Case ID,Modul,Fitur / Skenario,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-S-003,Sengketa,Schemas — CreateDisputeSchema (+6 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/schemas.test.ts  3. Eksekusi blok ""CreateDisputeSchema (+6 blok lain)"" (12 verifikasi)",1) Validates dispute; 2) Accepts evidence URLs; 3) Creates response schema; 4) Rejects rating out of range; 5) Validates review; 6) Rejects invalid severity; 7) Validates revision request; 8) Validates time log; 9) Accepts valid UUID; 10) Rejects non-UUID; 11) Accepts valid +62 numbers; 12) Rejects invalid formats,12,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-UI-001,Umum & Infrastruktur,I18n — The switchers,"1. Jalankan `bun run test`  2. Buka apps/web/src/lib/i18n.test.ts  3. Eksekusi blok ""The switchers"" (2 verifikasi)",1) Compares resolvedLanguage in the authenticated shell; 2) Compares resolvedLanguage in the public header,2,TDD,Unit,TypeScript,apps/web/src/lib/i18n.test.ts,test-unit,Pass
TC-UI-002,Umum & Infrastruktur,Landing honesty,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/landing-honesty.test.ts  3. Eksekusi blok ""Landing honesty"" (4 verifikasi)",1) Renders each stat from the fetched object; 2) Shows no invented rating; 3) Invents no person when there are no reviews; 4) Still renders real ones,4,ATDD,Kontrak API,TypeScript,apps/web/src/routes/landing-honesty.test.ts,test-unit,Pass
TC-UI-003,Umum & Infrastruktur,Public scope render,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/public-scope-render.test.ts  3. Eksekusi blok ""Public scope render"" (4 verifikasi)",1) Has both locales for the headings it introduces; 2) Never reads a price off the scope; 3) Renders the scope the backend serves; 4) Shows the work packages with their deliverables and criteria,4,ATDD,Kontrak API,TypeScript,apps/web/src/routes/public-scope-render.test.ts,test-unit,Pass
TC-UI-004,Umum & Infrastruktur,Toast subscription,"1. Jalankan `bun run test`  2. Buka apps/web/src/stores/toast-subscription.test.ts  3. Eksekusi blok ""Toast subscription"" (1 verifikasi)",1) Select the action rather than the whole store,1,TDD,Unit,TypeScript,apps/web/src/stores/toast-subscription.test.ts,test-unit,Pass
TC-UI-005,Umum & Infrastruktur,Enums — PenaltyType (+8 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/enums.test.ts  3. Eksekusi blok ""PenaltyType (+8 blok lain)"" (11 verifikasi)","1) Has 4 types; 2) Has 4 levels; 3) Has 5 categories; 4) Has all categories; 5) Has all 18 states; 6) Includes lifecycle states; 7) Has 3 types; 8) Has 2 types; 9) Has minor, moderate, major; 10) Has 7 categories; 11) Has 3 tiers",11,TDD,Unit,TypeScript,packages/shared/src/enums.test.ts,test-unit,Pass
TC-UI-006,Umum & Infrastruktur,Errors — AuthError / NotFoundError,"1. Jalankan `bun run test`  2. Buka packages/shared/src/errors.test.ts  3. Eksekusi blok ""AuthError / NotFoundError"" (8 verifikasi)",1) Accepts custom message; 2) Accepts specific code; 3) Defaults to unauthorized; 4) Handles all auth codes; 5) Sets name to AuthError; 6) Creates with resource name; 7) Defaults to NOT_FOUND code; 8) Sets name to NotFoundError,8,TDD,Unit,TypeScript,packages/shared/src/errors.test.ts,test-unit,Pass
TC-UI-007,Umum & Infrastruktur,Schemas — LoginSchema (+3 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/schemas.test.ts  3. Eksekusi blok ""LoginSchema (+3 blok lain)"" (9 verifikasi)",1) Rejects empty password; 2) Validates correct login; 3) Creates paginated schema; 4) Accepts custom values; 5) Coerces string to number; 6) Has defaults; 7) Rejects pageSize over 100; 8) Accepts deliverables; 9) Validates submission,9,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-WP-001,Work Package,Work package planning — GroupPrerequisiteTitles,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/work-package-planning.test.ts  3. Eksekusi blok ""GroupPrerequisiteTitles"" (5 verifikasi)",1) Collects every prerequisite of one package; 2) Leaves a package with no edges out of the map; 3) Names what each package waits on; 4) Returns an empty map for a project without a graph; 5) Skips an edge whose prerequisite is gone,5,TDD,Unit,TypeScript,apps/project-service/src/lib/work-package-planning.test.ts,test-unit,Pass
TC-WP-002,Work Package,Work package planning — PlanDependencies,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/work-package-planning.test.ts  3. Eksekusi blok ""PlanDependencies"" (9 verifikasi)",1) Drops a repeat the unique index would reject; 2) Drops a self reference; 3) Drops an edge naming a package that was never created; 4) Falls back to finish_to_start on a type the model invented; 5) Keeps a valid non-default type; 6) Keeps both directions between the same pair distinct; 7) Matches titles despite case and spacing drift; 8) Points the edge from the dependent at its prerequisite; 9) Returns nothing for a single-talent project,9,TDD,Unit,TypeScript,apps/project-service/src/lib/work-package-planning.test.ts,test-unit,Pass
TC-WP-003,Work Package,Work package planning — PlanWorkPackages,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/work-package-planning.test.ts  3. Eksekusi blok ""PlanWorkPackages"" (6 verifikasi)",1) Collapses a single-worker project into one whole-project package; 2) Dedupes skills across roles in the aggregate package; 3) Drops unpriced packages so the amount/hours CHECK holds; 4) Keeps one package per role for a team project; 5) Returns an empty plan when nothing is priced; 6) Treats a zero or missing team size as a single worker,6,TDD,Unit,TypeScript,apps/project-service/src/lib/work-package-planning.test.ts,test-unit,Pass
