ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-LA-010,Layanan AI,Test embedding key.py,Kunci dan konfigurasi embedding,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_embedding_key.py. 3. Jalankan blok ""Test embedding key.py"".","Konfigurasi embedding terbaca, dan dimensi vector sesuai.",9,TDD (unit),Unit,Python,apps/ai-service/tests/test_embedding_key.py,1) Accepts gemini api key; 2) Empty when neither set; 3) Llm api key wins; 4) Picks up a key set after import; 5) Reads llm api key; 6) Raises when unconfigured; 7) Requests the column dimension; 8) Url targets that model; 9) Uses a live model,test-python,Lulus
TC-LA-011,Layanan AI,Test fallback visibility.py,Perilaku fallback saat model gagal merespons,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_fallback_visibility.py. 3. Jalankan blok ""Test fallback visibility.py"".","Saat model gagal, service mengembalikan kegagalan yang bisa dibaca, bukan data karangan.",5,TDD (unit),Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,1) Logs when the gateway call fails; 2) Logs when the model returns no json; 3) Stays quiet on a real answer; 4) Logs when extraction fails; 5) Regex fallback still returns data,test-python,Lulus
TC-LA-012,Layanan AI,Test health.py,Health check AI service,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_health.py. 3. Jalankan blok ""Test health.py"".",Health check AI service menjawab saat proses hidup.,4,TDD (unit),Unit,Python,apps/ai-service/tests/test_health.py,1) Health includes uptime; 2) Health returns ok; 3) Ready returns ready; 4) Ready without llm key,test-python,Lulus
TC-LA-013,Layanan AI,Test llm.py — TestGenerateStructured / TestGenerateText / TestStreamText,"Pemilihan provider, timeout, dan penanganan gagal panggil model","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_llm.py. 3. Jalankan blok ""Test llm.py — TestGenerateStructured / TestGenerateText / TestStreamText"".","Provider dipilih sesuai konfigurasi, dan panggilan yang lewat batas waktu berhenti sebagai timeout, bukan menggantung.",7,TDD (unit),Unit,Python,apps/ai-service/tests/test_llm.py,1) Raises when no json; 2) Uses parsed instance; 3) Validates text when no parsed; 4) Maps assistant to model role; 5) Returns model text; 6) Wraps stream failure; 7) Yields deltas,test-python,Lulus
TC-LA-014,Layanan AI,Test service auth.py,Autentikasi antar service ke AI service,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_service_auth.py. 3. Jalankan blok ""Test service auth.py"".",Endpoint internal menolak request tanpa header service auth.,4,TDD (unit),Unit,Python,apps/ai-service/tests/test_service_auth.py,1) Internal route rejects missing header; 2) Internal route rejects when unconfigured; 3) Internal route rejects wrong secret; 4) Parse cv requires service auth,test-python,Lulus
TC-LA-015,Layanan AI,Test usage.py — TestEstimateCost,Pencatatan token dan biaya tiap panggilan model,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_usage.py. 3. Jalankan blok ""Test usage.py — TestEstimateCost"".","Token dan biaya tercatat pada panggilan sukses maupun gagal, termasuk yang timeout.",6,TDD (unit),Unit,Python,apps/ai-service/tests/test_usage.py,1) Env overrides the rates; 2) Garbage rate falls back to default; 3) One known side still prices; 4) Prices at published flash rates; 5) Rounds to the numeric scale; 6) Unknown token counts have no price,test-python,Lulus
TC-LA-016,Layanan AI,Test usage.py — TestRecordInteraction,Pencatatan token dan biaya tiap panggilan model,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_usage.py. 3. Jalankan blok ""Test usage.py — TestRecordInteraction"".","Token dan biaya tercatat pada panggilan sukses maupun gagal, termasuk yang timeout.",9,TDD (unit),Unit,Python,apps/ai-service/tests/test_usage.py,1) A broken pool never raises; 2) Empty id is written as null; 3) Failed call records zero tokens and no cost; 4) Keeps the spend when the project id is rejected; 5) Long model name is truncated to the column; 6) Missing ids are written as null; 7) Negative latency is clamped; 8) Returns false without a pool; 9) Writes every column it was given,test-python,Lulus
TC-LA-017,Layanan AI,Test usage.py — TestTrack,Pencatatan token dan biaya tiap panggilan model,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_usage.py. 3. Jalankan blok ""Test usage.py — TestTrack"".","Token dan biaya tercatat pada panggilan sukses maupun gagal, termasuk yang timeout.",7,TDD (unit),Unit,Python,apps/ai-service/tests/test_usage.py,1) A swallowed failure is recorded via record failure; 2) A swallowed timeout keeps its own status; 3) A timeout is not filed as a generic error; 4) An exception is recorded and still propagates; 5) Books the usage the call reported; 6) Latency is measured not guessed; 7) No database does not break the caller,test-python,Lulus
TC-LA-018,Layanan AI,ApplyProjectVisibility — non-owner redaction (+2 blok lain),"Gerbang visibilitas proyek untuk owner, talenta, dan publik","1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/visibility.test.ts. 3. Jalankan blok ""ApplyProjectVisibility — non-owner redaction (+2 blok lain)"".","Owner melihat baris apa adanya, talenta yang terlibat melihat brief tanpa angka internal, dan proyek privat dijawab sebagai tidak ditemukan.",10,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,"1) Keeps full description and preferences on public_detail; 2) Strips internal money columns on public_detail; 3) Handles a null description without throwing; 4) Keeps non-sensitive fields visible; 5) Strips internal money columns on public_summary; 6) Truncates description and drops preferences on public_summary; 7) Returns the untouched row to the owner, including internal money columns; 8) Does not confirm existence via a distinguishable error code; 9) Throws PROJECT_NOT_FOUND for a logged-in non-owner; 10) Throws PROJECT_NOT_FOUND for an anonymous viewer",test-unit,Lulus
TC-LA-019,Layanan AI,Error handler,Format response error yang konsisten,"1. Jalankan bun run test. 2. Buka apps/project-service/src/middleware/error-handler.test.ts. 3. Jalankan blok ""Error handler"".",Semua error dijawab dengan format yang sama dan kode HTTP yang sesuai.,11,TDD (unit),Unit,TypeScript,apps/project-service/src/middleware/error-handler.test.ts,1) Does not leak internal error details to client; 2) Uses logger from context when available; 3) Falls back to console.error when no logger in context; 4) Handles AUTH_UNAUTHORIZED with 401; 5) Handles AppError with correct status code; 6) Handles CONFLICT with 409; 7) Handles PROJECT_VALIDATION_INVALID_TRANSITION with 400; 8) Handles TypeError gracefully; 9) Handles unknown errors as 500 INTERNAL_ERROR; 10) Uses toJSON() for AppError response; 11) Handles MILESTONE_NOT_FOUND with 404,test-unit,Lulus
TC-LA-020,Layanan AI,Rate limit,Pembatasan jumlah request per jendela waktu,"1. Jalankan bun run test. 2. Buka apps/project-service/src/middleware/rate-limit.test.ts. 3. Jalankan blok ""Rate limit"".","Request melebihi kuota dijawab 429, dan kuota kembali setelah jendela waktu lewat.",9,TDD (unit),Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,"1) Decrements remaining count per request; 2) Shows remaining 0 on rate limit; 3) Allows first request; 4) Does not let a varying forwarded-for prefix mint new buckets; 5) Keys on the rightmost forwarded-for hop, not the client-supplied left; 6) Prefers x-real-ip over anything forwarded; 7) Returns 429 when limit exceeded; 8) Sets Retry-After header on 429; 9) Tracks different IPs separately",test-unit,Lulus
TC-LA-021,Layanan AI,Project list visibility,Daftar proyek menyaring proyek privat di level SQL,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/project-list-visibility.test.ts. 3. Jalankan blok ""Project list visibility"".","Proyek privat disaring di query, sehingga jumlah total tetap benar.",6,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,1) Leaves public_detail descriptions intact; 2) Allows the owner their own private project; 3) Hides the money columns from a non-owner; 4) Keeps the money columns for the owner; 5) Refuses a private project for a non-owner; 6) Truncates the description and drops preferences for public_summary,test-unit,Lulus
TC-LA-022,Layanan AI,Available visibility,Proyek yang tampil di halaman publik dan browse talenta,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/available-visibility.test.ts. 3. Jalankan blok ""Available visibility"".",Halaman publik dan browse talenta hanya menampilkan proyek yang statusnya sudah berjalan dan visibilitasnya publik.,9,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/available-visibility.test.ts,1) Cannot reach a private row; 2) Gets a truncated description and no preferences; 3) Is not treated as the owner when ownerId is absent; 4) Opens a direct link to a team_forming project; 5) Serves the scope projection on that page; 6) Excludes private projects; 7) Shapes rows through the shared gate; 8) Shapes rows through the shared gate rather than its own truncation; 9) Opens a direct link to a matching project,test-unit,Lulus
TC-LA-023,Layanan AI,Realtime access — Channels it will not sign (+2 blok lain),Otorisasi kanal realtime,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/realtime-access.test.ts. 3. Jalankan blok ""Realtime access — Channels it will not sign (+2 blok lain)"".",Kanal realtime hanya bisa dilanggan pihak yang berhak atas proyeknya.,12,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,1) Refuses an id containing the user separator; 2) Refuses anything:x; 3) Refuses notifications#user-2; 4) Refuses project; 5) Refuses project:; 6) Refuses project:a:b; 7) Requires a channel at all; 8) Applies the same check to milestone; 9) Issues a token to someone on the project; 10) Refuses someone who is not on the project; 11) Issues a token to a participant; 12) Refuses a non-participant,test-unit,Lulus
TC-LA-024,Layanan AI,Upload spec honesty,Unggah spesifikasi tidak dilaporkan berhasil saat gagal dibaca,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/upload-spec-honesty.test.ts. 3. Jalankan blok ""Upload spec honesty"".","Unggah spesifikasi yang gagal dibaca dilaporkan gagal, bukan sukses.",4,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/upload-spec-honesty.test.ts,1) Does not swallow the AI error into a success response; 2) Reports a failed parse as a failure; 3) Does not promise parsing that nothing performs; 4) Completes only the transaction the callback names,test-unit,Lulus
TC-LA-025,Layanan AI,Project.service — MilestoneService > updateMilestoneStatus,"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — MilestoneService > updateMilestoneStatus"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",13,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Allows a 3rd revision when a paid credit exists; 2) Allows in_progress -> submitted; 3) Allows pending -> in_progress; 4) Allows revision when under free limit; 5) Allows revision_requested -> in_progress; 6) Allows submitted -> approved; 7) Allows submitted -> rejected; 8) Allows submitted -> revision_requested (within free limit); 9) Enforces free revision limit; 10) Rejects approved -> pending (no backward); 11) Rejects pending -> submitted (must go through in_progress); 12) Rejects rejected -> in_progress (no transitions from rejected); 13) Throws MILESTONE_NOT_FOUND for missing milestone,test-unit,Lulus
TC-LA-026,Layanan AI,Authenticated layout,Layout area login dan perilaku sidebar,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/authenticated-layout.test.ts. 3. Jalankan blok ""Authenticated layout"".",Sidebar mengisi tinggi layar dan menunya bisa digulir saat isinya panjang.,3,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/authenticated-layout.test.ts,"1) Keeps main as the scrolling region; 2) Lets the nav scroll instead of clipping links away; 3) Sizes itself to the visible viewport, not to 100vh",test-unit,Lulus
TC-LA-027,Layanan AI,Public detail resilience,Halaman detail publik tetap tampil saat sebagian data gagal dimuat,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/public-detail-resilience.test.ts. 3. Jalankan blok ""Public detail resilience"".","Halaman detail publik tetap tampil meski sebagian data gagal dimuat, dan tidak mengulang request yang pasti gagal.",2,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/public-detail-resilience.test.ts,1) Defaults work packages to null on failure; 2) Does not throw the work-packages response into the shared catch,test-unit,Lulus
TC-LA-028,Layanan AI,Errors — AppError / ValidationError,Katalog kode error bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/errors.test.ts. 3. Jalankan blok ""Errors — AppError / ValidationError"".",Setiap kode error punya pasangan status HTTP dan kunci pesan.,12,TDD (unit),Unit,TypeScript,packages/shared/src/errors.test.ts,1) Details undefined when omitted; 2) Stores details; 3) Has correct statusCode; 4) Creates with code and message; 5) Defaults message to code; 6) Has i18n key; 7) Is instanceof Error; 8) Serializes to JSON; 9) Sets name to AppError; 10) Accepts details; 11) Extends AppError with 400; 12) Is instanceof AppError,test-unit,Lulus
TC-LA-029,Layanan AI,Schemas — RegisterUserSchema,Schema validasi bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/schemas.test.ts. 3. Jalankan blok ""Schemas — RegisterUserSchema"".",Schema bersama menolak input tidak valid sebelum sampai ke service.,6,TDD (unit),Unit,TypeScript,packages/shared/src/schemas.test.ts,1) Rejects invalid email; 2) Accepts talent role; 3) Rejects invalid role; 4) Rejects short name; 5) Rejects short password; 6) Validates complete registration,test-unit,Lulus
TC-MP-001,Manajemen Proyek,Project Lifecycle — Cancelled project cannot transition,Skenario siklus hidup proyek dari draft sampai selesai,"1. Given a project in ""cancelled"" status  2. When transitioned to ""scoping""",Proyek berjalan dari draft sampai selesai mengikuti urutan status yang sah.,1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,the transition should fail,test-unit,Lulus
